locusId	sysName	desc	comb
SMa1562	SMa1562	Pilus assembly protein	SMa1562 Pilus assembly protein
SMa1564	SMa1564	Pilus assembly protein	SMa1564 Pilus assembly protein
SMa1568	SMa1568	CpaF2 pilus assembly protein	SMa1568 CpaF2 pilus assembly protein
SMa1570	SMa1570	PilA2 pilus assembly protein	SMa1570 PilA2 pilus assembly protein
SMa1572	SMa1572	hypothetical protein	SMa1572 hypothetical protein
SMa1573	SMa1573	CpaE2 pilus assembly protein	SMa1573 CpaE2 pilus assembly protein
SMa1576	SMa1576	CpaB2 pilus assembly protein	SMa1576 CpaB2 pilus assembly protein
SMa1578	SMa1578	CpaA2 pilus assembly protein	SMa1578 CpaA2 pilus assembly protein
SMa1579	SMa1579	hypothetical protein	SMa1579 hypothetical protein
SMa1580	SMa1580	hypothetical protein	SMa1580 hypothetical protein
SMa1582	SMa1582	hypothetical protein	SMa1582 hypothetical protein
SMa1583	SMa1583	CyaF5 adenylate cyclase	SMa1583 CyaF5 adenylate cyclase
SMa1585	SMa1585	hypothetical protein	SMa1585 hypothetical protein
SMa1586	SMa1586	SyrB2 regulator	SMa1586 SyrB2 regulator
SMa1587	SMa1587	EglC endo-1,3-1,4-BETA-glycanase	SMa1587 EglC endo-1,3-1,4-BETA-glycanase
SMa1589	SMa1589	hypothetical protein	SMa1589 hypothetical protein
SMa1591	SMa1591	CyaI3 adenylate/guanylate cyclase	SMa1591 CyaI3 adenylate/guanylate cyclase
SMa1592	SMa1592	oxidoreductase, fragment	SMa1592 oxidoreductase, fragment
SMa1593	SMa1593	oxidoreductase, fragment	SMa1593 oxidoreductase, fragment
SMa1594	SMa1594	hypothetical protein	SMa1594 hypothetical protein
SMa1595	SMa1595	hypothetical protein	SMa1595 hypothetical protein
SMa1597	SMa1597	Pilus assembly chaperone	SMa1597 Pilus assembly chaperone
SMa1600	SMa1600	Potassium efflux protein	SMa1600 Potassium efflux protein
SMa1602	SMa1602	LysR family transcriptional regulator	SMa1602 LysR family transcriptional regulator
SMa1604	SMa1604	NADH:flavin oxidoreductase / NADH oxidase	SMa1604 NADH:flavin oxidoreductase / NADH oxidase
SMa1606	SMa1606	hypothetical protein	SMa1606 hypothetical protein
SMa1625	SMa1625	LysR family transcriptional regulator	SMa1625 LysR family transcriptional regulator
SMa1626	SMa1626	hypothetical protein	SMa1626 hypothetical protein
SMa1629	SMa1629	short chain dehydrogenase	SMa1629 short chain dehydrogenase
SMa1630	SMa1630	hypothetical protein	SMa1630 hypothetical protein
SMa1632	SMa1632	LysR family transcriptional regulator	SMa1632 LysR family transcriptional regulator
SMa1635	SMa1635	hypothetical protein	SMa1635 hypothetical protein
SMa1639	SMa1639	hypothetical protein	SMa1639 hypothetical protein
SMa1641	SMa1641	NreB protein	SMa1641 NreB protein
SMa1643	SMa1643	hypothetical protein	SMa1643 hypothetical protein
SMa1644	SMa1644	ABC transporter permease	SMa1644 ABC transporter permease
SMa1646	SMa1646	ABC transporter ATP-binding protein	SMa1646 ABC transporter ATP-binding protein
SMa1647	SMa1647	ABC transporter ATP-binding protein	SMa1647 ABC transporter ATP-binding protein
SMa1649	SMa1649	ABC transporter permease	SMa1649 ABC transporter permease
SMa1650	SMa1650	ABC transporter permease	SMa1650 ABC transporter permease
SMa1651	SMa1651	ABC transporter substrate-binding protein	SMa1651 ABC transporter substrate-binding protein
SMa1652	SMa1652	hydantoin racemase	SMa1652 hydantoin racemase
SMa1653	SMa1653	hypothetical protein	SMa1653 hypothetical protein
SMa1654	SMa1654	GntR family transcriptional regulator	SMa1654 GntR family transcriptional regulator
SMa1657	SMa1657	hypothetical protein	SMa1657 hypothetical protein
SMa1658	SMa1658	hypothetical protein	SMa1658 hypothetical protein
SMa1660	SMa1660	hypothetical protein	SMa1660 hypothetical protein
SMa1662	SMa1662	Cation/multidrug efflux pump	SMa1662 Cation/multidrug efflux pump
SMa1664	SMa1664	HlyD-family protein	SMa1664 HlyD-family protein
SMa1666	SMa1666	hypothetical protein	SMa1666 hypothetical protein
SMa1667	SMa1667	ArcD1 arginine/ornithine antiporter	SMa1667 ArcD1 arginine/ornithine antiporter
SMa1668	SMa1668	ArcD2 arginine/ornithine antiporter	SMa1668 ArcD2 arginine/ornithine antiporter
SMa1670	SMa1670	arginine deiminase	SMa1670 arginine deiminase
SMa1672	SMa1672	hypothetical protein	SMa1672 hypothetical protein
SMa1674	SMa1674	hypothetical protein	SMa1674 hypothetical protein
SMa1675	SMa1675	hypothetical protein	SMa1675 hypothetical protein
SMa1676	SMa1676	hypothetical protein	SMa1676 hypothetical protein
SMa1677	SMa1677	Metallo-dependent hydrolase	SMa1677 Metallo-dependent hydrolase
SMa1680	SMa1680	hypothetical protein	SMa1680 hypothetical protein
SMa1682	SMa1682	nonspecific acid phosphatase precursor	SMa1682 nonspecific acid phosphatase precursor
SMa1683	SMa1683	arylsulfatase	SMa1683 arylsulfatase
SMa1684	SMa1684	Sensory histidine kinase	SMa1684 Sensory histidine kinase
SMa1686	SMa1686	Two-component response regulator	SMa1686 Two-component response regulator
SMa1688	SMa1688	Two-component response regulator	SMa1688 Two-component response regulator
SMa1691	SMa1691	Cation transport ATPase	SMa1691 Cation transport ATPase
SMa1696	SMa1696	Sensor histidine kinase	SMa1696 Sensor histidine kinase
SMa1697	SMa1697	hypothetical protein	SMa1697 hypothetical protein
SMa1698	SMa1698	syrB1 regulator	SMa1698 syrB1 regulator
SMa1700	SMa1700	hypothetical protein	SMa1700 hypothetical protein
SMa1702	SMa1702	hypothetical protein	SMa1702 hypothetical protein
SMa1704	SMa1704	hypothetical protein	SMa1704 hypothetical protein
SMa1705	SMa1705	MUCR family transcriptional regulatory protein IN SYRB 5'region	SMa1705 MUCR family transcriptional regulatory protein IN SYRB 5'region
SMa1706	SMa1706	hypothetical protein	SMa1706 hypothetical protein
SMa1711	SMa1711	arginase	SMa1711 arginase
SMa1715	SMa1715	AdeC3 adenine deaminase	SMa1715 AdeC3 adenine deaminase
SMa1717	SMa1717	Permease	SMa1717 Permease
SMa1718	SMa1718	AdeC4 adenine deaminase	SMa1718 AdeC4 adenine deaminase
SMa1720	SMa1720	LysR family transcriptional regulator	SMa1720 LysR family transcriptional regulator
SMa1724	SMa1724	Isochorismatase	SMa1724 Isochorismatase
SMa1725	SMa1725	Transcriptional regulator	SMa1725 Transcriptional regulator
SMa1726	SMa1726	TetR family transcriptional regulator	SMa1726 TetR family transcriptional regulator
SMa1727	SMa1727	alpha/beta hydrolase	SMa1727 alpha/beta hydrolase
SMa1729	SMa1729	ABC transporter substrate-binding protein	SMa1729 ABC transporter substrate-binding protein
SMa1731	SMa1731	betaine aldehyde dehydrogenase	SMa1731 betaine aldehyde dehydrogenase
SMa1732	SMa1732	hypothetical protein	SMa1732 hypothetical protein
SMa1734	SMa1734	hypothetical protein	SMa1734 hypothetical protein
SMa1735	SMa1735	oxidoreductase	SMa1735 oxidoreductase
SMa1736	SMa1736	LysR family transcriptional regulator	SMa1736 LysR family transcriptional regulator
SMa1737	SMa1737	hypothetical protein	SMa1737 hypothetical protein
SMa1740	SMa1740	Siderophore-interacting protein	SMa1740 Siderophore-interacting protein
SMa1741	SMa1741	ABC transporter ATP-binding protein	SMa1741 ABC transporter ATP-binding protein
SMa1742	SMa1742	Fe3+-siderophore ABC transporter permease	SMa1742 Fe3+-siderophore ABC transporter permease
SMa1745	SMa1745	ABC transporter permease, Fe3+-siderophore transport system	SMa1745 ABC transporter permease, Fe3+-siderophore transport system
SMa1746	SMa1746	ABC transporter substrate-binding protein	SMa1746 ABC transporter substrate-binding protein
SMa1747	SMa1747	TonB-dependent siderophore receptor	SMa1747 TonB-dependent siderophore receptor
SMa1749	SMa1749	transcriptional regulator	SMa1749 transcriptional regulator
SMa1750	SMa1750	hypothetical protein	SMa1750 hypothetical protein
SMa1751	SMa1751	ABC transporter permease	SMa1751 ABC transporter permease
SMa1753	SMa1753	ABC transporter permease	SMa1753 ABC transporter permease
SMa1754	SMa1754	ABC transporter ATP-binding protein	SMa1754 ABC transporter ATP-binding protein
SMa1755	SMa1755	ABC transporter substrate-binding protein	SMa1755 ABC transporter substrate-binding protein
SMa1757	SMa1757	Short chain	SMa1757 Short chain
SMa1759	SMa1759	GntR family transcriptional regulator	SMa1759 GntR family transcriptional regulator
SMa1760	SMa1760	phosphotransferase	SMa1760 phosphotransferase
SMa1761	SMa1761	aminotransferase	SMa1761 aminotransferase
SMa1765	SMa1765	hypothetical protein	SMa1765 hypothetical protein
SMa1766	SMa1766	hypothetical protein	SMa1766 hypothetical protein
SMa1770	SMa1770	hypothetical protein	SMa1770 hypothetical protein
SMa1776	SMa1776	hypothetical protein	SMa1776 hypothetical protein
SMa1779	SMa1779	hypothetical protein	SMa1779 hypothetical protein
SMa1780	SMa1780	hypothetical protein	SMa1780 hypothetical protein
SMa1782	SMa1782	LysR family transcriptional regulator	SMa1782 LysR family transcriptional regulator
SMa1784	SMa1784	hypothetical protein	SMa1784 hypothetical protein
SMa1787	SMa1787	transposase, fragment	SMa1787 transposase, fragment
SMa1789	SMa1789	CyaI4 adenylate/guanylate cyclase	SMa1789 CyaI4 adenylate/guanylate cyclase
SMa1793	SMa1793	hypothetical protein	SMa1793 hypothetical protein
SMa1797	SMa1797	hypothetical protein	SMa1797 hypothetical protein
SMa1798	SMa1798	Kup2 potassium uptake protein	SMa1798 Kup2 potassium uptake protein
SMa1808	SMa1808	hypothetical protein	SMa1808 hypothetical protein
SMa1809	SMa1809	Non-heme haloperoxidase	SMa1809 Non-heme haloperoxidase
SMa1811	SMa1811	hypothetical protein	SMa1811 hypothetical protein
SMa1814	SMa1814	dioxygenase	SMa1814 dioxygenase
SMa1817	SMa1817	hypothetical protein	SMa1817 hypothetical protein
SMa1819	SMa1819	hypothetical protein	SMa1819 hypothetical protein
SMa1820	SMa1820	hypothetical protein	SMa1820 hypothetical protein
SMa1821	SMa1821	hydrolase	SMa1821 hydrolase
SMa1822	SMa1822	hypothetical protein	SMa1822 hypothetical protein
SMa1823	SMa1823	Transcriptional regulator	SMa1823 Transcriptional regulator
SMa1825	SMa1825	Transcriptional regulator	SMa1825 Transcriptional regulator
SMa1828	SMa1828	transcriptional activator	SMa1828 transcriptional activator
SMa1831	SMa1831	hypothetical protein	SMa1831 hypothetical protein
SMa1832	SMa1832	hypothetical protein	SMa1832 hypothetical protein
SMa1833	SMa1833	hypothetical protein	SMa1833 hypothetical protein
SMa1835	SMa1835	hypothetical protein	SMa1835 hypothetical protein
SMa1836	SMa1836	acetylornithine deacetylase	SMa1836 acetylornithine deacetylase
SMa1838	SMa1838	dehydrogenase	SMa1838 dehydrogenase
SMa1840	SMa1840	hypothetical protein	SMa1840 hypothetical protein
SMa1844	SMa1844	aldehyde	SMa1844 aldehyde
SMa1846	SMa1846	3-isopropylmalate dehydrogenase	SMa1846 3-isopropylmalate dehydrogenase
SMa1848	SMa1848	GabD5 succinate semialdehyde dehdyrogenase	SMa1848 GabD5 succinate semialdehyde dehdyrogenase
SMa1850	SMa1850	oxidoreductase	SMa1850 oxidoreductase
SMa1851	SMa1851	dehalogenase	SMa1851 dehalogenase
SMa1853	SMa1853	hypothetical protein	SMa1853 hypothetical protein
SMa1855	SMa1855	hypothetical protein	SMa1855 hypothetical protein
SMa1857	SMa1857	hydrolase	SMa1857 hydrolase
SMa1860	SMa1860	ABC transporter substrate-binding protein	SMa1860 ABC transporter substrate-binding protein
SMa1862	SMa1862	ABC transporter permease	SMa1862 ABC transporter permease
SMa1863	SMa1863	ABC transporter permease	SMa1863 ABC transporter permease
SMa1864	SMa1864	ABC transporter ATP-binding protein	SMa1864 ABC transporter ATP-binding protein
SMa1867	SMa1867	AsnC family transcriptional regulator	SMa1867 AsnC family transcriptional regulator
SMa1869	SMa1869	deaminase	SMa1869 deaminase
SMa1871	SMa1871	cyclodeaminase	SMa1871 cyclodeaminase
SMa1872	SMa1872	threonine dehydratase	SMa1872 threonine dehydratase
SMa1874	SMa1874	hypothetical protein	SMa1874 hypothetical protein
SMa1875	SMa1875	reverse transcriptase	SMa1875 reverse transcriptase
SMa1878	SMa1878	transposase	SMa1878 transposase
SMa1881	SMa1881	hypothetical protein	SMa1881 hypothetical protein
SMa1882	SMa1882	transcriptional activator	SMa1882 transcriptional activator
SMa1884	SMa1884	Cation/multidrug efflux protein	SMa1884 Cation/multidrug efflux protein
SMa1885	SMa1885	membrane efflux protein	SMa1885 membrane efflux protein
SMa1890	SMa1890	oxidoreductase	SMa1890 oxidoreductase
SMa1893	SMa1893	LysR family transcriptional regulator	SMa1893 LysR family transcriptional regulator
SMa1894	SMa1894	methionine sulfoxide reductase B	SMa1894 methionine sulfoxide reductase B
SMa1896	SMa1896	methionine sulfoxide reductase A	SMa1896 methionine sulfoxide reductase A
SMa1898	SMa1898	hypothetical protein	SMa1898 hypothetical protein
SMa1900	SMa1900	hypothetical protein	SMa1900 hypothetical protein
SMa1902	SMa1902	hypothetical protein	SMa1902 hypothetical protein
SMa1903	SMa1903	protease	SMa1903 protease
SMa1905	SMa1905	MrcB penicillin binding protein B	SMa1905 MrcB penicillin binding protein B
SMa1907	SMa1907	hypothetical protein	SMa1907 hypothetical protein
SMa1910	SMa1910	hypothetical protein	SMa1910 hypothetical protein
SMa1913	SMa1913	Na+/H+ antiporter	SMa1913 Na+/H+ antiporter
SMa1916	SMa1916	Permease	SMa1916 Permease
SMa1917	SMa1917	hypothetical protein	SMa1917 hypothetical protein
SMa1918	SMa1918	hypothetical protein	SMa1918 hypothetical protein
SMa1919	SMa1919	hypothetical protein	SMa1919 hypothetical protein
SMa1921	SMa1921	hypothetical protein	SMa1921 hypothetical protein
SMa1924	SMa1924	hypothetical protein	SMa1924 hypothetical protein
SMa1927	SMa1927	hypothetical protein	SMa1927 hypothetical protein
SMa1929	SMa1929	hypothetical protein	SMa1929 hypothetical protein
SMa1933	SMa1933	LysR family transcriptional regulator	SMa1933 LysR family transcriptional regulator
SMa1935	SMa1935	TrpR binding protein WrbA	SMa1935 TrpR binding protein WrbA
SMa1937	SMa1937	hypothetical protein	SMa1937 hypothetical protein
SMa1939	SMa1939	hypothetical protein	SMa1939 hypothetical protein
SMa1943	SMa1943	transcriptional regulator	SMa1943 transcriptional regulator
SMa1945	SMa1945	hypothetical protein	SMa1945 hypothetical protein
SMa1948	SMa1948	Crp family transcriptional regulator	SMa1948 Crp family transcriptional regulator
SMa1951	SMa1951	hypothetical protein	SMa1951 hypothetical protein
SMa1952	SMa1952	Beta lactamase	SMa1952 Beta lactamase
SMa1953	SMa1953	beta-lactamase	SMa1953 beta-lactamase
SMa1954	SMa1954	LysR family transcriptional regulator	SMa1954 LysR family transcriptional regulator
SMa1956	SMa1956	hypothetical protein	SMa1956 hypothetical protein
SMa1957	SMa1957	hypothetical protein	SMa1957 hypothetical protein
SMa1959	SMa1959	hypothetical protein	SMa1959 hypothetical protein
SMa1960	SMa1960	hypothetical protein	SMa1960 hypothetical protein
SMa1961	SMa1961	polyhydroxybutyrate depolymerase	SMa1961 polyhydroxybutyrate depolymerase
SMa1963	SMa1963	polyketide synthase	SMa1963 polyketide synthase
SMa1965	SMa1965	hypothetical protein	SMa1965 hypothetical protein
SMa1966	SMa1966	LysR family transcriptional regulator	SMa1966 LysR family transcriptional regulator
SMa1967	SMa1967	short chain alcohol	SMa1967 short chain alcohol
SMa1968	SMa1968	amidotransferase	SMa1968 amidotransferase
SMa1969	SMa1969	amidotransferase	SMa1969 amidotransferase
SMa1971	SMa1971	hypothetical protein	SMa1971 hypothetical protein
SMa1973	SMa1973	hypothetical protein	SMa1973 hypothetical protein
SMa1974	SMa1974	hypothetical protein	SMa1974 hypothetical protein
SMa1976	SMa1976	hypothetical protein	SMa1976 hypothetical protein
SMa1978	SMa1978	hydrolase	SMa1978 hydrolase
SMa1979	SMa1979	LysR family transcriptional regulator	SMa1979 LysR family transcriptional regulator
SMa1985	SMa1985	epimerase	SMa1985 epimerase
SMa1987	SMa1987	LysR family transcriptional regulator	SMa1987 LysR family transcriptional regulator
SMa1993	SMa1993	hydrolase	SMa1993 hydrolase
SMa1995	SMa1995	ABC transporter permease	SMa1995 ABC transporter permease
SMa1996	SMa1996	ABC transporter permease	SMa1996 ABC transporter permease
SMa1998	SMa1998	ABC transporter ATP-binding protein	SMa1998 ABC transporter ATP-binding protein
SMa2000	SMa2000	ABC transporter substrate-binding protein	SMa2000 ABC transporter substrate-binding protein
SMa2002	SMa2002	hydrolase	SMa2002 hydrolase
SMa2004	SMa2004	ROK family transcriptional regulator	SMa2004 ROK family transcriptional regulator
SMa2008	SMa2008	transcriptional regulator	SMa2008 transcriptional regulator
SMa2009	SMa2009	hypothetical protein	SMa2009 hypothetical protein
SMa2011	SMa2011	hypothetical protein	SMa2011 hypothetical protein
SMa2012	SMa2012	hypothetical protein	SMa2012 hypothetical protein
SMa2014	SMa2014	transcriptional regulator	SMa2014 transcriptional regulator
SMa2015	SMa2015	transcriptional regulator	SMa2015 transcriptional regulator
SMa2019	SMa2019	oxidoreductase	SMa2019 oxidoreductase
SMa2020	SMa2020	Transcriptional regulator	SMa2020 Transcriptional regulator
SMa2023	SMa2023	hypothetical protein	SMa2023 hypothetical protein
SMa2025	SMa2025	oxidoreductase	SMa2025 oxidoreductase
SMa2027	SMa2027	LysR family transcriptional regulator	SMa2027 LysR family transcriptional regulator
SMa2029	SMa2029	amidohydrolase	SMa2029 amidohydrolase
SMa2033	SMa2033	Transglycosylase	SMa2033 Transglycosylase
SMa2034	SMa2034	hypothetical protein	SMa2034 hypothetical protein
SMa2037	SMa2037	Oxidoreductase	SMa2037 Oxidoreductase
SMa2041	SMa2041	oxidoreductase	SMa2041 oxidoreductase
SMa2049	SMa2049	LacI family transcriptional regulator	SMa2049 LacI family transcriptional regulator
SMa2051	SMa2051	desaturase	SMa2051 desaturase
SMa2053	SMa2053	MocE-like protein	SMa2053 MocE-like protein
SMa2059	SMa2059	hypothetical protein	SMa2059 hypothetical protein
SMa2061	SMa2061	hypothetical protein	SMa2061 hypothetical protein
SMa2063	SMa2063	sensor histidine kinase	SMa2063 sensor histidine kinase
SMa2065	SMa2065	hypothetical protein	SMa2065 hypothetical protein
SMa2067	SMa2067	sulfate/thiosulfate binding protein	SMa2067 sulfate/thiosulfate binding protein
SMa2069	SMa2069	ABC transporter	SMa2069 ABC transporter
SMa2071	SMa2071	hypothetical protein	SMa2071 hypothetical protein
SMa2073	SMa2073	hypothetical protein	SMa2073 hypothetical protein
SMa2075	SMa2075	ABC transporter substrate-binding protein	SMa2075 ABC transporter substrate-binding protein
SMa2077	SMa2077	oxidoreductase	SMa2077 oxidoreductase
SMa2079	SMa2079	ABC transporter ATP-binding protein	SMa2079 ABC transporter ATP-binding protein
SMa2081	SMa2081	ABC transporter ATP-binding protein	SMa2081 ABC transporter ATP-binding protein
SMa2083	SMa2083	ABC transporter permease	SMa2083 ABC transporter permease
SMa2085	SMa2085	ABC transporter permease	SMa2085 ABC transporter permease
SMa2087	SMa2087	desulfurization enzyme	SMa2087 desulfurization enzyme
SMa2089	SMa2089	hypothetical protein	SMa2089 hypothetical protein
SMa2091	SMa2091	hypothetical protein	SMa2091 hypothetical protein
SMa2093	SMa2093	desulfurization enzyme	SMa2093 desulfurization enzyme
SMa2095	SMa2095	hypothetical protein	SMa2095 hypothetical protein
SMa2097	SMa2097	oxidoreductase	SMa2097 oxidoreductase
SMa2099	SMa2099	NAD-dependent epimerase/dehydratase	SMa2099 NAD-dependent epimerase/dehydratase
SMa2101	SMa2101	nitrilotriacetate monooxygenase component A	SMa2101 nitrilotriacetate monooxygenase component A
SMa2103	SMa2103	oxidoreductase	SMa2103 oxidoreductase
SMa2105	SMa2105	hypothetical protein	SMa2105 hypothetical protein
SMa2107	SMa2107	GstR transcriptional regulator	SMa2107 GstR transcriptional regulator
SMa2109	SMa2109	hypothetical protein	SMa2109 hypothetical protein
SMa2111	SMa2111	hypothetical protein	SMa2111 hypothetical protein
SMa2113	SMa2113	glutathione-dependent dehydrogenase	SMa2113 glutathione-dependent dehydrogenase
SMa2115	SMa2115	Gst13 glutathione S-transferase	SMa2115 Gst13 glutathione S-transferase
SMa2117	SMa2117	oxidoreductase	SMa2117 oxidoreductase
SMa2119	SMa2119	hypothetical protein	SMa2119 hypothetical protein
SMa2121	SMa2121	hypothetical protein	SMa2121 hypothetical protein
SMa2123	SMa2123	ABC transporter permease	SMa2123 ABC transporter permease
SMa2125	SMa2125	ABC transporter permease	SMa2125 ABC transporter permease
SMa2127	SMa2127	ABC transporter ATP-binding protein	SMa2127 ABC transporter ATP-binding protein
SMa2129	SMa2129	hypothetical protein	SMa2129 hypothetical protein
SMa2131	SMa2131	hypothetical protein	SMa2131 hypothetical protein
SMa2133	SMa2133	hypothetical protein	SMa2133 hypothetical protein
SMa2135	SMa2135	GlyA2 serine hydroxymethyltransferase, SHMT	SMa2135 GlyA2 serine hydroxymethyltransferase, SHMT
SMa2137	SMa2137	dehydrogenase	SMa2137 dehydrogenase
SMa2139	SMa2139	SgaA serine-glyoxylate aminotransferase (SGAT)	SMa2139 SgaA serine-glyoxylate aminotransferase (SGAT)
SMa2141	SMa2141	formyltetrahydrofolate deformylase	SMa2141 formyltetrahydrofolate deformylase
SMa2143	SMa2143	5,10-methylenetetrahydrofolate reductase	SMa2143 5,10-methylenetetrahydrofolate reductase
SMa2145	SMa2145	glycine cleavage system protein T	SMa2145 glycine cleavage system protein T
SMa2147	SMa2147	hypothetical protein	SMa2147 hypothetical protein
SMa2151	SMa2151	DNA-binding protein	SMa2151 DNA-binding protein
SMa2157	SMa2157	oxidoreductase	SMa2157 oxidoreductase
SMa2159	SMa2159	hypothetical protein	SMa2159 hypothetical protein
SMa2163	SMa2163	AraC family transcriptional regulator	SMa2163 AraC family transcriptional regulator
SMa2165	SMa2165	short chain	SMa2165 short chain
SMa2167	SMa2167	hypothetical protein	SMa2167 hypothetical protein
SMa2168	SMa2168	tRNA-Met	SMa2168 tRNA-Met
SMa2169	SMa2169	hypothetical protein	SMa2169 hypothetical protein
SMa2193	SMa2193	Oxidoreductase	SMa2193 Oxidoreductase
SMa2195	SMa2195	ABC transporter ATP-binding protein	SMa2195 ABC transporter ATP-binding protein
SMa2197	SMa2197	ABC transporter permease	SMa2197 ABC transporter permease
SMa2199	SMa2199	ABC transporter substrate-binding protein	SMa2199 ABC transporter substrate-binding protein
SMa2201	SMa2201	hypothetical protein	SMa2201 hypothetical protein
SMa2203	SMa2203	ABC transporter permease	SMa2203 ABC transporter permease
SMa2205	SMa2205	ABC transporter permease	SMa2205 ABC transporter permease
SMa2207	SMa2207	ABC transporter ATP-binding protein	SMa2207 ABC transporter ATP-binding protein
SMa2209	SMa2209	ABC transporter substrate-binding protein	SMa2209 ABC transporter substrate-binding protein
SMa2211	SMa2211	thiamine pyrophosphate protein	SMa2211 thiamine pyrophosphate protein
SMa2213	SMa2213	aldehyde dehydrogenase	SMa2213 aldehyde dehydrogenase
SMa2215	SMa2215	GntR family transcriptional regulator	SMa2215 GntR family transcriptional regulator
SMa2217	SMa2217	decarboxylase	SMa2217 decarboxylase
SMa2219	SMa2219	decarboxylase	SMa2219 decarboxylase
SMa2221	SMa2221	hypothetical protein	SMa2221 hypothetical protein
SMa2223	SMa2223	oxidoreductase	SMa2223 oxidoreductase
SMa2225	SMa2225	oxidoreductase	SMa2225 oxidoreductase
SMa2227	SMa2227	GntR family transcriptional regulator	SMa2227 GntR family transcriptional regulator
SMa2229	SMa2229	hypothetical protein	SMa2229 hypothetical protein
SMa2231	SMa2231	hypothetical protein	SMa2231 hypothetical protein
SMa2233	SMa2233	hypothetical protein	SMa2233 hypothetical protein
SMa2235	SMa2235	hypothetical protein	SMa2235 hypothetical protein
SMa2237	SMa2237	hypothetical protein	SMa2237 hypothetical protein
SMa2241	SMa2241	hypothetical protein	SMa2241 hypothetical protein
SMa2243	SMa2243	hypothetical protein	SMa2243 hypothetical protein
SMa2245	SMa2245	hypothetical protein	SMa2245 hypothetical protein
SMa2249	SMa2249	hypothetical protein	SMa2249 hypothetical protein
SMa2251	SMa2251	hypothetical protein	SMa2251 hypothetical protein
SMa2253	SMa2253	hypothetical protein	SMa2253 hypothetical protein
SMa2255	SMa2255	hypothetical protein	SMa2255 hypothetical protein
SMa2257	SMa2257	integrase-like protein	SMa2257 integrase-like protein
SMa2259	SMa2259	hypothetical protein	SMa2259 hypothetical protein
SMa2263	SMa2263	hypothetical protein	SMa2263 hypothetical protein
SMa2265	SMa2265	hypothetical protein	SMa2265 hypothetical protein
SMa2267	SMa2267	hypothetical protein	SMa2267 hypothetical protein
SMa2269	SMa2269	hypothetical protein	SMa2269 hypothetical protein
SMa2273	SMa2273	hypothetical protein	SMa2273 hypothetical protein
SMa2279	SMa2279	hypothetical protein	SMa2279 hypothetical protein
SMa2281	SMa2281	hypothetical protein	SMa2281 hypothetical protein
SMa2285	SMa2285	hypothetical protein	SMa2285 hypothetical protein
SMa2287	SMa2287	LysR family transcriptional regulator	SMa2287 LysR family transcriptional regulator
SMa2289	SMa2289	hypothetical protein	SMa2289 hypothetical protein
SMa2291	SMa2291	dehydrogenase	SMa2291 dehydrogenase
SMa2293	SMa2293	beta lactamase transcriptional activator	SMa2293 beta lactamase transcriptional activator
SMa2294	SMa2294	MrcA2 penicillin-binding protein	SMa2294 MrcA2 penicillin-binding protein
SMa2295	SMa2295	penicillin-binding protein	SMa2295 penicillin-binding protein
SMa2297	SMa2297	hypothetical protein	SMa2297 hypothetical protein
SMa2299	SMa2299	hypothetical protein	SMa2299 hypothetical protein
SMa2301	SMa2301	Diguanylate cyclase	SMa2301 Diguanylate cyclase
SMa2303	SMa2303	ROK family transcriptional regulator	SMa2303 ROK family transcriptional regulator
SMa2305	SMa2305	ABC transporter substrate-binding protein	SMa2305 ABC transporter substrate-binding protein
SMa2307	SMa2307	ABC transporter permease	SMa2307 ABC transporter permease
SMa2309	SMa2309	ABC transporter permease	SMa2309 ABC transporter permease
SMa2311	SMa2311	ABC transporter ATP-binding protein	SMa2311 ABC transporter ATP-binding protein
SMa2313	SMa2313	Oxidoreductase	SMa2313 Oxidoreductase
SMa2315	SMa2315	hypothetical protein	SMa2315 hypothetical protein
SMa2317	SMa2317	hypothetical protein	SMa2317 hypothetical protein
SMa2319	SMa2319	gst14 glutatione S-transferase	SMa2319 gst14 glutatione S-transferase
SMa2321	SMa2321	UvrD2 DNA helicase	SMa2321 UvrD2 DNA helicase
SMa2323	SMa2323	hypothetical protein	SMa2323 hypothetical protein
SMa2325	SMa2325	transcriptional regulator	SMa2325 transcriptional regulator
SMa2327	SMa2327	sensor protein	SMa2327 sensor protein
SMa2329	SMa2329	potassium-transporting ATPase subunit C	SMa2329 potassium-transporting ATPase subunit C
SMa2331	SMa2331	potassium-transporting ATPase subunit B	SMa2331 potassium-transporting ATPase subunit B
SMa2333	SMa2333	potassium-transporting ATPase subunit A	SMa2333 potassium-transporting ATPase subunit A
SMa2335	SMa2335	hypothetical protein	SMa2335 hypothetical protein
SMa2337	SMa2337	RhtX rhizobactin transporter	SMa2337 RhtX rhizobactin transporter
SMa2339	SMa2339	Siderophore biosynthesis protein	SMa2339 Siderophore biosynthesis protein
SMa2341	SMa2341	LysR family transcriptional regulator	SMa2341 LysR family transcriptional regulator
SMa2343	SMa2343	oxidoreductase	SMa2343 oxidoreductase
SMa2347	SMa2347	hypothetical protein	SMa2347 hypothetical protein
SMa2349	SMa2349	xanthine dehydrogenase iron-sulfur-binding subunit	SMa2349 xanthine dehydrogenase iron-sulfur-binding subunit
SMa2351	SMa2351	oxidoreductase, molybdopterin-binding subunit	SMa2351 oxidoreductase, molybdopterin-binding subunit
SMa2353	SMa2353	oxidoreductase	SMa2353 oxidoreductase
