locusId	sysName	desc	expName	expDesc	fit	absDiff	p
SMc00151	SMc00151	phosphoglycolate phosphatase	setAIT040	Lib Bact --	-1.77495992669065	2.46338756352201	0.00589124153013067
SMc00188	SMc00188	cytochrome B transmembrane protein	setAIT040	Lib Bact --	2.2192559750184	1.6889146403467	0.00812689124885633
SMc00559	SMc00559	hypothetical protein	setAIT040	Lib Bact --	3.07242048311235	3.32751496779476	0.00339740525075672
SMc00710	SMc00710	histidinol-phosphate aminotransferase	setAIT040	Lib Bact --	1.90079598124446	1.9188515078267	0.00367452285709173
SMc00813	SMc00813	transport transmembrane protein	setAIT040	Lib Bact --	2.57922135714586	2.10996795892344	0.00477942908020109
SMc01028	SMc01028	phosphopyruvate hydratase	setAIT040	Lib Bact --	1.10022971326834	2.23759907759768	0.00524270527344781
SMc01103	SMc01103	ribokinase	setAIT040	Lib Bact --	1.94364786212846	3.91502841127596	0.00115331511178839
SMc01495	SMc01495	transcriptional regulator	setAIT040	Lib Bact --	2.03841966311439	3.3634892169669	0.0065411931944421
SMc01798	SMc01798	hypothetical protein	setAIT040	Lib Bact --	-1.45222608342836	2.4094105438096	0.000293624973398713
SMc01853	SMc01853	hypothetical protein	setAIT040	Lib Bact --	1.35402579610386	3.83612298843228	0.00555577581904223
SMc01968	SMc01968	transcriptional regulator	setAIT040	Lib Bact --	1.24114148000601	5.40113503384381	0.00889067163611897
SMc02633	SMc02633	hypothetical protein	setAIT040	Lib Bact --	2.01106010882127	1.72574257973255	0.00281929676487109
SMc04227	SMc04227	chemoreceptor methyl-accepting chemotaxis transmembrane protein	setAIT040	Lib Bact --	2.19720263896487	1.94734353738481	0.00484177953458276
SMc04340	SMc04340	oxidoreductase	setAIT040	Lib Bact --	6.34714616866856	2.92007988546315	0.00882113844927927
SMc04382	SMc04382	beta-(1,2)-glucan production associated transmembrane protein	setAIT040	Lib Bact --	-2.4187933461579	1.0344771353392	0.00316894699753749
