Name,Sequence Name,Type,Minimum,Maximum,Direction,gene,locus_tag,old_locus_tag,protein_id,Length,product
fabZ,NC_008380.1,gene,2350675,2351142,forward,fabZ,RL_RS11550,RL2230,WP_003539296.1,468,
WP_011651822.1,NC_008380.1,CDS,2351139,2351957,forward,lpxA,RL_RS11555,RL2231,WP_011651822.1,819,acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase
lpxA,NC_008380.1,gene,2351139,2351957,forward,lpxA,RL_RS11555,RL2231,WP_011651822.1,819,
WP_011651823.1,NC_008380.1,CDS,2351961,2352842,forward,,RL_RS11560,RL2232,WP_011651823.1,882,LpxI family protein
RL_RS11560,NC_008380.1,gene,2351961,2352842,forward,,RL_RS11560,RL2232,WP_011651823.1,882,
WP_011651824.1,NC_008380.1,CDS,2352839,2354017,forward,lpxB,RL_RS11565,RL2233,WP_011651824.1,1179,lipid-A-disaccharide synthase
lpxB,NC_008380.1,gene,2352839,2354017,forward,lpxB,RL_RS11565,RL2233,WP_011651824.1,1179,
WP_003539304.1,NC_008380.1,CDS,2354049,2355338,reverse,gltA,RL_RS11570,RL2234,WP_003539304.1,1290,citrate synthase
gltA,NC_008380.1,gene,2354049,2355338,reverse,gltA,RL_RS11570,RL2234,WP_003539304.1,1290,
WP_041936565.1,NC_008380.1,CDS,2355629,2358061,forward,,RL_RS11575,RL2235,WP_041936565.1,2433,ComEC/Rec2 family competence protein
RL_RS11575,NC_008380.1,gene,2355629,2358061,forward,,RL_RS11575,RL2235,WP_041936565.1,2433,
WP_011651826.1,NC_008380.1,CDS,2358042,2358761,reverse,lexA,RL_RS11580,RL2236,WP_011651826.1,720,transcriptional repressor LexA
lexA,NC_008380.1,gene,2358042,2358761,reverse,lexA,RL_RS11580,RL2236,WP_011651826.1,720,
WP_041936318.1,NC_008380.1,CDS,2358959,2359855,forward,,RL_RS11585,RL2237,WP_041936318.1,897,VOC family protein
RL_RS11585,NC_008380.1,gene,2358959,2359855,forward,,RL_RS11585,RL2237,WP_041936318.1,897,
WP_011651828.1,NC_008380.1,CDS,2359852,2360697,forward,kdsA,RL_RS11590,RL2238,WP_011651828.1,846,3-deoxy-8-phosphooctulonate synthase
kdsA,NC_008380.1,gene,2359852,2360697,forward,kdsA,RL_RS11590,RL2238,WP_011651828.1,846,
WP_011651829.1,NC_008380.1,CDS,2360835,2362109,forward,eno,RL_RS11595,RL2239,WP_011651829.1,1275,phosphopyruvate hydratase
eno,NC_008380.1,gene,2360835,2362109,forward,eno,RL_RS11595,RL2239,WP_011651829.1,1275,
WP_011651830.1,NC_008380.1,CDS,2362247,2362567,forward,,RL_RS11600,RL2240,WP_011651830.1,321,septum formation initiator family protein
RL_RS11600,NC_008380.1,gene,2362247,2362567,forward,,RL_RS11600,RL2240,WP_011651830.1,321,
WP_003539317.1,NC_008380.1,CDS,2362713,2363759,forward,pdhA,RL_RS11605,RL2241,WP_003539317.1,1047,pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha
pdhA,NC_008380.1,gene,2362713,2363759,forward,pdhA,RL_RS11605,RL2241,WP_003539317.1,1047,
WP_011651831.1,NC_008380.1,CDS,2363775,2365166,forward,,RL_RS11610,RL2242,WP_011651831.1,1392,pyruvate dehydrogenase complex E1 component subunit beta
RL_RS11610,NC_008380.1,gene,2363775,2365166,forward,,RL_RS11610,RL2242,WP_011651831.1,1392,
WP_011651832.1,NC_008380.1,CDS,2365182,2366537,forward,,RL_RS11615,RL2243,WP_011651832.1,1356,pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase
RL_RS11615,NC_008380.1,gene,2365182,2366537,forward,,RL_RS11615,RL2243,WP_011651832.1,1356,
WP_011651833.1,NC_008380.1,CDS,2366556,2367197,forward,,RL_RS11620,RL2244,WP_011651833.1,642,SGNH/GDSL hydrolase family protein
RL_RS11620,NC_008380.1,gene,2366556,2367197,forward,,RL_RS11620,RL2244,WP_011651833.1,642,
WP_011651834.1,NC_008380.1,CDS,2367200,2367781,forward,,RL_RS11625,RL2245,WP_011651834.1,582,GNAT family N-acetyltransferase
RL_RS11625,NC_008380.1,gene,2367200,2367781,forward,,RL_RS11625,RL2245,WP_011651834.1,582,
WP_011651835.1,NC_008380.1,CDS,2367798,2369246,forward,lpdA,RL_RS11630,RL2246,WP_011651835.1,1449,dihydrolipoyl dehydrogenase
lpdA,NC_008380.1,gene,2367798,2369246,forward,lpdA,RL_RS11630,RL2246,WP_011651835.1,1449,
WP_003539329.1,NC_008380.1,CDS,2369322,2369576,forward,,RL_RS11635,RL2247,WP_003539329.1,255,GlsB/YeaQ/YmgE family stress response membrane protein
RL_RS11635,NC_008380.1,gene,2369322,2369576,forward,,RL_RS11635,RL2247,WP_003539329.1,255,
WP_003539331.1,NC_008380.1,CDS,2369614,2369862,forward,,RL_RS11640,RL2248,WP_003539331.1,249,GlsB/YeaQ/YmgE family stress response membrane protein
RL_RS11640,NC_008380.1,gene,2369614,2369862,forward,,RL_RS11640,RL2248,WP_003539331.1,249,
WP_003559117.1,NC_008380.1,CDS,2369909,2370880,forward,lipA,RL_RS11645,RL2249,WP_003559117.1,972,lipoyl synthase
lipA,NC_008380.1,gene,2369909,2370880,forward,lipA,RL_RS11645,RL2249,WP_003559117.1,972,
WP_028742045.1,NC_008380.1,CDS,2371108,2371647,forward,,RL_RS11650,RL2250,WP_028742045.1,540,FlaR DNA topology modulation protein
RL_RS11650,NC_008380.1,gene,2371108,2371647,forward,,RL_RS11650,RL2250,WP_028742045.1,540,
WP_011651837.1,NC_008380.1,CDS,2371690,2372286,forward,,RL_RS11655,RL2251,WP_011651837.1,597,ATPase AAA
RL_RS11655,NC_008380.1,gene,2371690,2372286,forward,,RL_RS11655,RL2251,WP_011651837.1,597,
WP_003539340.1,NC_008380.1,CDS,2372296,2372748,forward,,RL_RS11660,RL2252,WP_003539340.1,453,type II toxin-antitoxin system RatA family toxin
RL_RS11660,NC_008380.1,gene,2372296,2372748,forward,,RL_RS11660,RL2252,WP_003539340.1,453,
WP_011651838.1,NC_008380.1,CDS,2372763,2373266,reverse,,RL_RS11665,RL2253,WP_011651838.1,504,CinA family protein
RL_RS11665,NC_008380.1,gene,2372763,2373266,reverse,,RL_RS11665,RL2253,WP_011651838.1,504,
WP_011651839.1,NC_008380.1,CDS,2373263,2374480,reverse,,RL_RS11670,RL2254,WP_011651839.1,1218,"bifunctional 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase/2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"
RL_RS11670,NC_008380.1,gene,2373263,2374480,reverse,,RL_RS11670,RL2254,WP_011651839.1,1218,
WP_011651840.1,NC_008380.1,CDS,2374626,2375642,forward,dusB,RL_RS11675,RL2255,WP_011651840.1,1017,tRNA dihydrouridine synthase DusB
dusB,NC_008380.1,gene,2374626,2375642,forward,dusB,RL_RS11675,RL2255,WP_011651840.1,1017,
WP_003539346.1,NC_008380.1,CDS,2375639,2376793,forward,,RL_RS11680,RL2256,WP_003539346.1,1155,nitrogen regulation protein NR(II)
RL_RS11680,NC_008380.1,gene,2375639,2376793,forward,,RL_RS11680,RL2256,WP_003539346.1,1155,
WP_003539347.1,NC_008380.1,CDS,2376790,2378241,forward,ntrC,RL_RS11685,RL2257,WP_003539347.1,1452,nitrogen regulation protein NR(I)
ntrC,NC_008380.1,gene,2376790,2378241,forward,ntrC,RL_RS11685,RL2257,WP_003539347.1,1452,
CDS,NC_008380.1,CDS,2378464,2378604,reverse,,RL_RS37480,RL2258,,141,transporter
RL_RS37480,NC_008380.1,pseudogene,2378464,2378604,reverse,,RL_RS37480,RL2258,,141,
WP_011651842.1,NC_008380.1,CDS,2378661,2379449,reverse,,RL_RS11690,RL2259,WP_011651842.1,789,hypothetical protein
RL_RS11690,NC_008380.1,gene,2378661,2379449,reverse,,RL_RS11690,RL2259,WP_011651842.1,789,
WP_011651843.1,NC_008380.1,CDS,2379689,2379901,reverse,,RL_RS11695,RL2260,WP_011651843.1,213,hypothetical protein
RL_RS11695,NC_008380.1,gene,2379689,2379901,reverse,,RL_RS11695,RL2260,WP_011651843.1,213,
WP_011651844.1,NC_008380.1,CDS,2379898,2380707,reverse,,RL_RS11700,RL2261,WP_011651844.1,810,DUF2092 domain-containing protein
RL_RS11700,NC_008380.1,gene,2379898,2380707,reverse,,RL_RS11700,RL2261,WP_011651844.1,810,
WP_011651845.1,NC_008380.1,CDS,2380866,2382704,reverse,,RL_RS11705,RL2262,WP_011651845.1,1839,adenylate cyclase
RL_RS11705,NC_008380.1,gene,2380866,2382704,reverse,,RL_RS11705,RL2262,WP_011651845.1,1839,
WP_041936319.1,NC_008380.1,CDS,2382965,2383354,reverse,,RL_RS11710,RL2263,WP_041936319.1,390,hypothetical protein
RL_RS11710,NC_008380.1,gene,2382965,2383354,reverse,,RL_RS11710,RL2263,WP_041936319.1,390,
WP_028742039.1,NC_008380.1,CDS,2383440,2385866,reverse,,RL_RS11715,RL2264,WP_028742039.1,2427,arylsulfatase
RL_RS11715,NC_008380.1,gene,2383440,2385866,reverse,,RL_RS11715,RL2264,WP_028742039.1,2427,
WP_028742038.1,NC_008380.1,CDS,2386321,2386593,reverse,,RL_RS11720,RL2265,WP_028742038.1,273,hypothetical protein
RL_RS11720,NC_008380.1,gene,2386321,2386593,reverse,,RL_RS11720,RL2265,WP_028742038.1,273,
WP_011651849.1,NC_008380.1,CDS,2386889,2387842,reverse,,RL_RS11725,RL2266,WP_011651849.1,954,formylglycine-generating enzyme family protein
RL_RS11725,NC_008380.1,gene,2386889,2387842,reverse,,RL_RS11725,RL2266,WP_011651849.1,954,
WP_011651850.1,NC_008380.1,CDS,2388299,2389957,forward,,RL_RS11730,RL2267,WP_011651850.1,1659,arylsulfatase
RL_RS11730,NC_008380.1,gene,2388299,2389957,forward,,RL_RS11730,RL2267,WP_011651850.1,1659,
WP_041936320.1,NC_008380.1,CDS,2390129,2390479,reverse,,RL_RS11735,,WP_041936320.1,351,TraR/DksA C4-type zinc finger protein
RL_RS11735,NC_008380.1,gene,2390129,2390479,reverse,,RL_RS11735,,WP_041936320.1,351,
WP_011651852.1,NC_008380.1,CDS,2390739,2391626,reverse,,RL_RS11740,RL2269,WP_011651852.1,888,universal stress protein
RL_RS11740,NC_008380.1,gene,2390739,2391626,reverse,,RL_RS11740,RL2269,WP_011651852.1,888,
WP_011651853.1,NC_008380.1,CDS,2391887,2392582,forward,,RL_RS11745,RL2270,WP_011651853.1,696,VIT family protein
RL_RS11745,NC_008380.1,gene,2391887,2392582,forward,,RL_RS11745,RL2270,WP_011651853.1,696,
WP_011651854.1,NC_008380.1,CDS,2392627,2393079,reverse,,RL_RS11750,RL2271,WP_011651854.1,453,DUF302 domain-containing protein
RL_RS11750,NC_008380.1,gene,2392627,2393079,reverse,,RL_RS11750,RL2271,WP_011651854.1,453,
WP_244432372.1,NC_008380.1,CDS,2393076,2393459,reverse,,RL_RS11755,RL2272,WP_244432372.1,384,EF-hand domain-containing protein
RL_RS11755,NC_008380.1,gene,2393076,2393459,reverse,,RL_RS11755,RL2272,WP_244432372.1,384,
WP_011651856.1,NC_008380.1,CDS,2393581,2394501,reverse,,RL_RS11760,RL2273,WP_011651856.1,921,FAD:protein FMN transferase
RL_RS11760,NC_008380.1,gene,2393581,2394501,reverse,,RL_RS11760,RL2273,WP_011651856.1,921,
WP_011651857.1,NC_008380.1,CDS,2394503,2396701,reverse,,RL_RS11765,RL2274,WP_011651857.1,2199,PepSY domain-containing protein
RL_RS11765,NC_008380.1,gene,2394503,2396701,reverse,,RL_RS11765,RL2274,WP_011651857.1,2199,
WP_028742030.1,NC_008380.1,CDS,2396720,2397190,reverse,,RL_RS11770,RL2275,WP_028742030.1,471,DUF2271 domain-containing protein
RL_RS11770,NC_008380.1,gene,2396720,2397190,reverse,,RL_RS11770,RL2275,WP_028742030.1,471,
WP_011651859.1,NC_008380.1,CDS,2397222,2397857,reverse,,RL_RS40530,RL2276,WP_011651859.1,636,PepSY domain-containing protein
RL_RS40530,NC_008380.1,gene,2397222,2397857,reverse,,RL_RS40530,RL2276,WP_011651859.1,636,
WP_011651860.1,NC_008380.1,CDS,2397998,2398657,forward,,RL_RS11785,RL2277,WP_011651860.1,660,response regulator transcription factor
RL_RS11785,NC_008380.1,gene,2397998,2398657,forward,,RL_RS11785,RL2277,WP_011651860.1,660,
WP_011651861.1,NC_008380.1,CDS,2398654,2400024,forward,,RL_RS11790,RL2278,WP_011651861.1,1371,ATP-binding protein
RL_RS11790,NC_008380.1,gene,2398654,2400024,forward,,RL_RS11790,RL2278,WP_011651861.1,1371,
WP_028742026.1,NC_008380.1,CDS,2401072,2402061,forward,,RL_RS11795,RL2280,WP_028742026.1,990,aldo/keto reductase
RL_RS11795,NC_008380.1,gene,2401072,2402061,forward,,RL_RS11795,RL2280,WP_028742026.1,990,
WP_011651864.1,NC_008380.1,CDS,2402293,2404563,forward,,RL_RS11800,RL2281,WP_011651864.1,2271,PAS domain-containing sensor histidine kinase
RL_RS11800,NC_008380.1,gene,2402293,2404563,forward,,RL_RS11800,RL2281,WP_011651864.1,2271,
WP_011651865.1,NC_008380.1,CDS,2404553,2405917,forward,,RL_RS11805,RL2282,WP_011651865.1,1365,sigma-54 dependent transcriptional regulator
RL_RS11805,NC_008380.1,gene,2404553,2405917,forward,,RL_RS11805,RL2282,WP_011651865.1,1365,
WP_011651866.1,NC_008380.1,CDS,2405983,2406846,forward,,RL_RS11810,RL2283,WP_011651866.1,864,D-amino-acid transaminase
RL_RS11810,NC_008380.1,gene,2405983,2406846,forward,,RL_RS11810,RL2283,WP_011651866.1,864,
WP_003539403.1,NC_008380.1,CDS,2406959,2407201,forward,hfq,RL_RS11815,RL2284,WP_003539403.1,243,RNA chaperone Hfq
hfq,NC_008380.1,gene,2406959,2407201,forward,hfq,RL_RS11815,RL2284,WP_003539403.1,243,
WP_011651867.1,NC_008380.1,CDS,2407279,2408604,forward,hflX,RL_RS11820,RL2285,WP_011651867.1,1326,GTPase HflX
hflX,NC_008380.1,gene,2407279,2408604,forward,hflX,RL_RS11820,RL2285,WP_011651867.1,1326,
WP_011651868.1,NC_008380.1,CDS,2408830,2409669,reverse,mazG,RL_RS11825,RL2286,WP_011651868.1,840,nucleoside triphosphate pyrophosphohydrolase
mazG,NC_008380.1,gene,2408830,2409669,reverse,mazG,RL_RS11825,RL2286,WP_011651868.1,840,
WP_011651869.1,NC_008380.1,CDS,2409720,2410307,reverse,,RL_RS11830,RL2287,WP_011651869.1,588,nucleoside deaminase
RL_RS11830,NC_008380.1,gene,2409720,2410307,reverse,,RL_RS11830,RL2287,WP_011651869.1,588,
WP_041936569.1,NC_008380.1,CDS,2410576,2412012,forward,cysG,RL_RS11835,RL2288,WP_041936569.1,1437,siroheme synthase CysG
cysG,NC_008380.1,gene,2410576,2412012,forward,cysG,RL_RS11835,RL2288,WP_041936569.1,1437,
WP_011651871.1,NC_008380.1,CDS,2412015,2412329,forward,,RL_RS11840,RL2289,WP_011651871.1,315,DUF2849 domain-containing protein
RL_RS11840,NC_008380.1,gene,2412015,2412329,forward,,RL_RS11840,RL2289,WP_011651871.1,315,
WP_011651872.1,NC_008380.1,CDS,2412338,2414008,forward,,RL_RS11845,RL2290,WP_011651872.1,1671,nitrite/sulfite reductase
RL_RS11845,NC_008380.1,gene,2412338,2414008,forward,,RL_RS11845,RL2290,WP_011651872.1,1671,
WP_011651873.1,NC_008380.1,CDS,2414019,2414531,forward,,RL_RS11850,RL2291,WP_011651873.1,513,DUF934 domain-containing protein
RL_RS11850,NC_008380.1,gene,2414019,2414531,forward,,RL_RS11850,RL2291,WP_011651873.1,513,
WP_011651874.1,NC_008380.1,CDS,2414570,2415781,forward,,RL_RS11855,RL2292,WP_011651874.1,1212,UbiH/UbiF family hydroxylase
RL_RS11855,NC_008380.1,gene,2414570,2415781,forward,,RL_RS11855,RL2292,WP_011651874.1,1212,
WP_011651875.1,NC_008380.1,CDS,2415749,2416711,reverse,,RL_RS11860,RL2293,WP_011651875.1,963,AEC family transporter
RL_RS11860,NC_008380.1,gene,2415749,2416711,reverse,,RL_RS11860,RL2293,WP_011651875.1,963,
WP_011651876.1,NC_008380.1,CDS,2416936,2417871,reverse,,RL_RS11865,RL2294,WP_011651876.1,936,MBL fold metallo-hydrolase
RL_RS11865,NC_008380.1,gene,2416936,2417871,reverse,,RL_RS11865,RL2294,WP_011651876.1,936,
WP_011651877.1,NC_008380.1,CDS,2418142,2418933,reverse,,RL_RS11870,RL2295,WP_011651877.1,792,SDR family oxidoreductase
RL_RS11870,NC_008380.1,gene,2418142,2418933,reverse,,RL_RS11870,RL2295,WP_011651877.1,792,
WP_011651878.1,NC_008380.1,CDS,2419288,2420817,reverse,,RL_RS11875,RL2296,WP_011651878.1,1530,aldehyde dehydrogenase (NADP( ))
RL_RS11875,NC_008380.1,gene,2419288,2420817,reverse,,RL_RS11875,RL2296,WP_011651878.1,1530,
WP_028742016.1,NC_008380.1,CDS,2421359,2422444,forward,,RL_RS11880,RL2298,WP_028742016.1,1086,nitronate monooxygenase
RL_RS11880,NC_008380.1,gene,2421359,2422444,forward,,RL_RS11880,RL2298,WP_028742016.1,1086,
WP_011651881.1,NC_008380.1,CDS,2422737,2423783,reverse,,RL_RS11885,RL2299,WP_011651881.1,1047,LLM class flavin-dependent oxidoreductase
RL_RS11885,NC_008380.1,gene,2422737,2423783,reverse,,RL_RS11885,RL2299,WP_011651881.1,1047,
WP_011651882.1,NC_008380.1,CDS,2424171,2425208,reverse,,RL_RS11890,RL2300,WP_011651882.1,1038,alpha/beta hydrolase
RL_RS11890,NC_008380.1,gene,2424171,2425208,reverse,,RL_RS11890,RL2300,WP_011651882.1,1038,
WP_011651883.1,NC_008380.1,CDS,2425786,2426580,reverse,,RL_RS11895,RL2301,WP_011651883.1,795,potassium channel family protein
RL_RS11895,NC_008380.1,gene,2425786,2426580,reverse,,RL_RS11895,RL2301,WP_011651883.1,795,
WP_028742013.1,NC_008380.1,CDS,2426692,2427462,reverse,,RL_RS11900,RL2302,WP_028742013.1,771,glucose 1-dehydrogenase
RL_RS11900,NC_008380.1,gene,2426692,2427462,reverse,,RL_RS11900,RL2302,WP_028742013.1,771,
WP_011651885.1,NC_008380.1,CDS,2427551,2428300,reverse,,RL_RS11905,RL2303,WP_011651885.1,750,cytochrome c biogenesis CcdA family protein
RL_RS11905,NC_008380.1,gene,2427551,2428300,reverse,,RL_RS11905,RL2303,WP_011651885.1,750,
exon,NC_008380.1,exon,2428532,2428607,forward,,RL_RS11910,RLt39,,76,tRNA-Lys
RL_RS11910,NC_008380.1,gene,2428532,2428607,forward,,RL_RS11910,RLt39,,76,
tRNA,NC_008380.1,tRNA,2428532,2428607,forward,,RL_RS11910,,,76,tRNA-Lys
WP_244432373.1,NC_008380.1,CDS,2428805,2429242,reverse,,RL_RS11915,RL2304,WP_244432373.1,438,DUF1476 domain-containing protein
RL_RS11915,NC_008380.1,gene,2428805,2429242,reverse,,RL_RS11915,RL2304,WP_244432373.1,438,
WP_041936570.1,NC_008380.1,CDS,2429349,2429549,reverse,,RL_RS11920,,WP_041936570.1,201,hypothetical protein
RL_RS11920,NC_008380.1,gene,2429349,2429549,reverse,,RL_RS11920,,WP_041936570.1,201,
WP_028742010.1,NC_008380.1,CDS,2429676,2429870,reverse,,RL_RS11925,RL2306,WP_028742010.1,195,hypothetical protein
RL_RS11925,NC_008380.1,gene,2429676,2429870,reverse,,RL_RS11925,RL2306,WP_028742010.1,195,
WP_011651889.1,NC_008380.1,CDS,2430124,2430327,forward,,RL_RS11930,RL2307,WP_011651889.1,204,CsbD family protein
RL_RS11930,NC_008380.1,gene,2430124,2430327,forward,,RL_RS11930,RL2307,WP_011651889.1,204,
WP_129557792.1,NC_008380.1,CDS,2430506,2430706,forward,,RL_RS39690,,WP_129557792.1,201,hypothetical protein
RL_RS39690,NC_008380.1,gene,2430506,2430706,forward,,RL_RS39690,,WP_129557792.1,201,
WP_225510384.1,NC_008380.1,CDS,2430715,2431218,forward,,RL_RS11935,RL2308,WP_225510384.1,504,hypothetical protein
RL_RS11935,NC_008380.1,gene,2430715,2431218,forward,,RL_RS11935,RL2308,WP_225510384.1,504,
WP_003539464.1,NC_008380.1,CDS,2431346,2431573,reverse,,RL_RS37490,,WP_003539464.1,228,hypothetical protein
RL_RS37490,NC_008380.1,gene,2431346,2431573,reverse,,RL_RS37490,,WP_003539464.1,228,
WP_011651891.1,NC_008380.1,CDS,2431721,2431891,forward,,RL_RS40140,RL2309,WP_011651891.1,171,hypothetical protein
RL_RS40140,NC_008380.1,gene,2431721,2431891,forward,,RL_RS40140,RL2309,WP_011651891.1,171,
CDS,NC_008380.1,CDS,2432237,2433693,forward,,RL_RS11940,RL2311,,1457,FAD-dependent monooxygenase
RL_RS11940,NC_008380.1,pseudogene,2432237,2433693,forward,,RL_RS11940,RL2311,,1457,
WP_041936571.1,NC_008380.1,CDS,2433713,2434450,reverse,,RL_RS11945,RL2313,WP_041936571.1,738,hypothetical protein
RL_RS11945,NC_008380.1,gene,2433713,2434450,reverse,,RL_RS11945,RL2313,WP_041936571.1,738,
WP_028742007.1,NC_008380.1,CDS,2434751,2435230,forward,,RL_RS11950,RL2314,WP_028742007.1,480,hypothetical protein
RL_RS11950,NC_008380.1,gene,2434751,2435230,forward,,RL_RS11950,RL2314,WP_028742007.1,480,
WP_011651894.1,NC_008380.1,CDS,2436077,2436367,forward,,RL_RS11955,RL2315,WP_011651894.1,291,DUF982 domain-containing protein
RL_RS11955,NC_008380.1,gene,2436077,2436367,forward,,RL_RS11955,RL2315,WP_011651894.1,291,
WP_028742006.1,NC_008380.1,CDS,2436547,2437374,reverse,,RL_RS11960,RL2316,WP_028742006.1,828,DUF4242 domain-containing protein
RL_RS11960,NC_008380.1,gene,2436547,2437374,reverse,,RL_RS11960,RL2316,WP_028742006.1,828,
WP_011651896.1,NC_008380.1,CDS,2437820,2438077,forward,,RL_RS11965,RL2317,WP_011651896.1,258,DUF982 domain-containing protein
RL_RS11965,NC_008380.1,gene,2437820,2438077,forward,,RL_RS11965,RL2317,WP_011651896.1,258,
WP_162039352.1,NC_008380.1,CDS,2438185,2438355,forward,,RL_RS37500,,WP_162039352.1,171,hypothetical protein
RL_RS37500,NC_008380.1,gene,2438185,2438355,forward,,RL_RS37500,,WP_162039352.1,171,
WP_011651897.1,NC_008380.1,CDS,2438355,2438621,forward,,RL_RS11970,RL2318,WP_011651897.1,267,hypothetical protein
RL_RS11970,NC_008380.1,gene,2438355,2438621,forward,,RL_RS11970,RL2318,WP_011651897.1,267,
WP_011651898.1,NC_008380.1,CDS,2438795,2440291,reverse,,RL_RS11975,RL2319,WP_011651898.1,1497,FAD-dependent oxidoreductase
RL_RS11975,NC_008380.1,gene,2438795,2440291,reverse,,RL_RS11975,RL2319,WP_011651898.1,1497,
WP_011651899.1,NC_008380.1,CDS,2440336,2440860,forward,,RL_RS11980,RL2320,WP_011651899.1,525,MarR family winged helix-turn-helix transcriptional regulator
RL_RS11980,NC_008380.1,gene,2440336,2440860,forward,,RL_RS11980,RL2320,WP_011651899.1,525,
WP_011651900.1,NC_008380.1,CDS,2440972,2441448,forward,,RL_RS11985,RL2321,WP_011651900.1,477,DUF2938 domain-containing protein
RL_RS11985,NC_008380.1,gene,2440972,2441448,forward,,RL_RS11985,RL2321,WP_011651900.1,477,
WP_003539493.1,NC_008380.1,CDS,2441629,2442270,reverse,,RL_RS11990,RL2322,WP_003539493.1,642,ThuA domain-containing protein
RL_RS11990,NC_008380.1,gene,2441629,2442270,reverse,,RL_RS11990,RL2322,WP_003539493.1,642,
WP_011651901.1,NC_008380.1,CDS,2442289,2443389,reverse,,RL_RS11995,RL2323,WP_011651901.1,1101,Gfo/Idh/MocA family oxidoreductase
RL_RS11995,NC_008380.1,gene,2442289,2443389,reverse,,RL_RS11995,RL2323,WP_011651901.1,1101,
WP_003559245.1,NC_008380.1,CDS,2443435,2444634,reverse,,RL_RS12000,RL2324,WP_003559245.1,1200,ROK family transcriptional regulator
RL_RS12000,NC_008380.1,gene,2443435,2444634,reverse,,RL_RS12000,RL2324,WP_003559245.1,1200,
WP_011651902.1,NC_008380.1,CDS,2444838,2446142,forward,,RL_RS12005,RL2325,WP_011651902.1,1305,extracellular solute-binding protein
RL_RS12005,NC_008380.1,gene,2444838,2446142,forward,,RL_RS12005,RL2325,WP_011651902.1,1305,
WP_003559249.1,NC_008380.1,CDS,2446220,2447158,forward,,RL_RS12010,RL2326,WP_003559249.1,939,sugar ABC transporter permease
RL_RS12010,NC_008380.1,gene,2446220,2447158,forward,,RL_RS12010,RL2326,WP_003559249.1,939,
WP_003539503.1,NC_008380.1,CDS,2447151,2447999,forward,,RL_RS12015,RL2327,WP_003539503.1,849,carbohydrate ABC transporter permease
RL_RS12015,NC_008380.1,gene,2447151,2447999,forward,,RL_RS12015,RL2327,WP_003539503.1,849,
WP_011651904.1,NC_008380.1,CDS,2448023,2449096,forward,ugpC,RL_RS12020,RL2328,WP_011651904.1,1074,sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC
ugpC,NC_008380.1,gene,2448023,2449096,forward,ugpC,RL_RS12020,RL2328,WP_011651904.1,1074,
WP_041936321.1,NC_008380.1,CDS,2449269,2449448,reverse,,RL_RS12025,,WP_041936321.1,180,hypothetical protein
RL_RS12025,NC_008380.1,gene,2449269,2449448,reverse,,RL_RS12025,,WP_041936321.1,180,
CDS,NC_008380.1,CDS,2449468,2449767,forward,,RL_RS12030,RL2329,,300,IS66 family transposase
RL_RS12030,NC_008380.1,pseudogene,2449468,2449767,forward,,RL_RS12030,RL2329,,300,
WP_082229815.1,NC_008380.1,CDS,2449975,2450526,forward,,RL_RS37505,,WP_082229815.1,552,hypothetical protein
RL_RS37505,NC_008380.1,gene,2449975,2450526,forward,,RL_RS37505,,WP_082229815.1,552,
WP_011651907.1,NC_008380.1,CDS,2451012,2451779,forward,,RL_RS12035,RL2331,WP_011651907.1,768,alpha/beta fold hydrolase
RL_RS12035,NC_008380.1,gene,2451012,2451779,forward,,RL_RS12035,RL2331,WP_011651907.1,768,
WP_011651908.1,NC_008380.1,CDS,2451868,2452368,forward,,RL_RS12040,RL2332,WP_011651908.1,501,GFA family protein
RL_RS12040,NC_008380.1,gene,2451868,2452368,forward,,RL_RS12040,RL2332,WP_011651908.1,501,
WP_011651909.1,NC_008380.1,CDS,2452502,2453272,reverse,,RL_RS12045,RL2333,WP_011651909.1,771,alpha/beta hydrolase
RL_RS12045,NC_008380.1,gene,2452502,2453272,reverse,,RL_RS12045,RL2333,WP_011651909.1,771,
WP_244432374.1,NC_008380.1,CDS,2453439,2454437,forward,,RL_RS12050,RL2334,WP_244432374.1,999,AraC family transcriptional regulator
RL_RS12050,NC_008380.1,gene,2453439,2454437,forward,,RL_RS12050,RL2334,WP_244432374.1,999,
WP_011651911.1,NC_008380.1,CDS,2454659,2455585,reverse,kdgD,RL_RS12055,RL2335,WP_011651911.1,927,5-dehydro-4-deoxyglucarate dehydratase
kdgD,NC_008380.1,gene,2454659,2455585,reverse,kdgD,RL_RS12055,RL2335,WP_011651911.1,927,
WP_011651912.1,NC_008380.1,CDS,2455618,2456592,reverse,,RL_RS12060,RL2336,WP_011651912.1,975,mannonate dehydratase
RL_RS12060,NC_008380.1,gene,2455618,2456592,reverse,,RL_RS12060,RL2336,WP_011651912.1,975,
WP_011651913.1,NC_008380.1,CDS,2456658,2457368,reverse,,RL_RS12065,RL2337,WP_011651913.1,711,FadR family transcriptional regulator
RL_RS12065,NC_008380.1,gene,2456658,2457368,reverse,,RL_RS12065,RL2337,WP_011651913.1,711,
